,weight,rfc,rfr,gbc,gbr
0,0.0,0.0,0.0,0.0,0.148437219349
1,0.0,0.0,0.0,0.0,0.184377043508
2,0.0,0.0,0.0,0.0,0.0781379164135
3,0.0,0.0,0.0,0.0,0.460375089154
4,0.0,0.0,0.0,0.0,0.540980091568
5,0.0,0.0,0.0,0.0,0.376713884817
6,0.0,0.0,0.0,0.0,0.00510335900792
7,0.0,0.0,0.0,0.0,-0.12696519431
8,0.0,0.0,0.0,0.0,-0.224723230276
9,0.0,0.0,0.0,0.0,-0.246186145448
10,0.0,0.0,0.0,0.0,-0.328618753866
11,0.0,0.0,0.0,0.0,-0.295249281686
12,0.0,0.0,0.0,0.0,-0.204435765652
13,0.0,0.0,0.0,0.0,-0.144260009929
14,0.0,0.0,0.0,0.0,-0.166660739105
15,0.0,0.0,0.0,0.0,-0.0883165711939
16,0.0,0.0,0.0,0.0,-0.1032891548
17,0.0,0.0,0.0,0.0,-0.125876544312
18,0.0,0.0,0.0,0.0,-0.125876544312
19,0.0,0.0,0.0,0.0,-0.242308559452
20,0.0,0.0,0.0,0.0,-0.144909794236
21,0.0,0.0,0.0,0.0,0.128719572699
22,0.0,0.0,0.0,0.0,0.299943886096
23,0.0,0.0,0.0,0.0,0.603975822031
24,0.0,0.0,0.0,0.0,0.455573632949
25,0.0,0.0,0.0,0.0,0.992061433783
26,0.0,0.0,0.0,0.0,1.21794452132
27,0.0,0.0,0.0,0.0,0.758667095776
28,0.0,0.0,0.0,0.0,0.516542703947
29,0.0,0.0,0.0,0.0,0.0205918426154
30,0.0,0.0,0.0,0.0,-0.0337520390148
31,0.0,0.0,0.0,0.0,-0.0824445778613
32,0.0,0.0,0.0,0.0,-0.0337520390148
33,0.0,0.0,0.0,0.0,-0.0262520390148
34,0.0,0.0,0.0,0.0,-0.0262520390148
35,0.0,0.0,0.0,0.0,-0.0749445778613
36,0.0,0.0,0.0,0.0,-0.0129441449986
37,0.0,0.0,0.0,0.0,-0.0262520390148
38,0.0,0.0,0.0,0.0,-0.00544414499862
39,0.0,0.0,0.0,0.0,-0.0262520390148
40,0.0,0.0,0.0,0.0,0.0703037458908
41,0.0,0.0,0.0,0.0,-0.0159650726507
42,0.0,0.0,0.0,0.0,-0.305979062475
43,0.0,0.0,0.0,0.0,-0.27583512037
44,0.0,0.0,0.0,0.0,-0.234926717993
45,0.0,0.0,0.0,0.0,0.303009938276
46,0.0,0.0,0.0,0.0,0.613230536133
47,0.0,0.0,0.0,0.0,0.71103288163
48,0.0,0.0,0.0,0.0,0.525276616205
49,0.0,0.0,0.0,0.0,1.21938992769
50,0.0,0.0,0.0,0.0,0.607127644908
51,0.0,0.0,0.0,0.0,0.953796890244
52,0.0,0.0,0.0,0.0,1.00516035359
53,0.0,0.0,0.0,0.0,0.705154163159
54,0.0,0.0,0.0,0.0,0.872713599616
55,0.0,0.0,0.0,0.0,0.550942899648
56,0.0,0.0,0.0,0.0,0.631202612345
57,0.0,0.0,0.0,0.0,0.871089516231
58,0.0,0.0,0.0,0.0,1.22055309281
59,0.0,0.0,0.0,0.0,0.91406538263
60,0.0,0.0,0.0,0.0,0.738333983845
61,0.0,0.0,0.0,0.0,0.299057970555
62,0.0,0.0,0.0,0.0,1.06670217932
63,0.0,0.0,0.0,0.0,1.94168115991
64,0.0,0.0,0.0,0.0,1.36557431889
65,0.0,0.0,0.0,0.0,0.603658001794
66,0.0,0.0,0.0,0.0,0.419125156931
67,0.0,0.0,0.0,0.0,-0.200171859889
68,0.0,0.0,0.0,0.0,0.209302130951
69,0.0,0.0,0.0,0.0,-0.0666110179062
70,0.0,0.0,0.0,0.0,-0.239565625663
71,0.0,0.0,0.0,0.0,-0.357803220732
72,0.0,0.0,0.0,0.0,-0.282060093964
73,0.0,0.0,0.0,0.0,-0.541932196318
74,0.0,0.0,0.0,0.0,0.588732977848
75,0.0,0.0,0.0,0.0,0.804870918485
76,0.0,0.0,0.0,0.0,0.321914111246
77,0.0,0.0,0.0,0.0,0.14002891592
78,0.0,0.0,0.0,0.0,0.114355459956
79,0.0,0.0,0.0,0.0,-0.0800579853352
80,0.0,0.0,0.0,0.0,0.143054253934
81,0.0,0.0,0.0,0.0,0.257525577807
82,0.0,0.0,0.0,0.0,0.228959529845
83,0.0,0.0,0.0,0.0,0.331536390854
84,0.0,0.0,0.0,0.0,0.427024553837
85,0.0,0.0,0.0,0.0,0.283725943279
86,0.0,0.0,0.0,0.0,0.50603945135
87,0.0,0.0,0.0,0.0,0.186524971484
88,0.0,0.0,0.0,0.0,1.13935733923
89,0.0,0.0,0.0,0.0,1.22056127942
90,0.0,0.0,0.0,0.0,1.17011757581
91,0.0,0.0,0.0,0.0,1.22679948466
92,0.0,0.0,0.0,0.0,1.39237549871
93,0.0,0.0,0.0,0.0,1.07691887072
94,0.0,0.0,0.0,0.0,1.25294864986
95,0.0,0.0,0.0,0.0,0.00435041119155
96,0.0,0.0,0.0,0.0,0.564652952453
97,0.0,0.0,0.0,0.0,0.674966397263
98,0.0,0.0,0.0,0.0,0.596076806983
99,0.0,0.0,0.0,0.0,0.109449927422
100,0.0,0.0,0.0,0.0,0.346320839331
101,0.0,0.0,0.0,0.0,0.32099964885
102,0.0,0.0,0.0,0.0,0.349447690394
103,0.0,0.0,0.0,0.0,0.305044187174
104,0.0,0.0,0.0,0.0,0.336639526507
105,0.0,0.0,0.0,0.0,0.15101785712
106,0.0,0.0,0.0,0.0,0.164783009098
107,0.0,0.0,0.0,0.0,0.207189885469
108,0.0,0.0,0.0,0.0,0.278262008876
109,0.0,0.0,0.0,0.0,0.560782510561
110,0.0,0.0,0.0,0.0,1.7537855424
111,0.0,0.0,0.0,0.0,2.30198040237
112,0.0,0.0,0.0,0.0,1.1731948316
113,0.0,0.0,0.0,0.0,1.14760054478
114,0.0,0.0,0.0,0.0,0.704213861098
115,0.0,0.0,0.0,0.0,1.1808865591
116,0.0,0.0,0.0,0.0,1.17562871875
117,0.0,0.0,0.0,0.0,0.826443158061
118,0.0,0.0,0.0,0.0,0.279435630441
119,0.0,0.0,0.0,0.0,0.406006339023
120,0.0,0.0,0.0,0.0,-0.0117538567387
121,0.0,0.0,0.0,0.0,-0.223912824086
122,0.0,0.0,0.0,0.0,0.0747293271
123,0.0,0.0,0.0,0.0,-0.22259201881
124,0.0,0.0,0.0,0.0,0.89349601412
125,0.0,0.0,0.0,0.0,0.904689019007
126,0.0,0.0,0.0,0.0,1.6022161538
127,0.0,0.0,0.0,0.0,1.63065321021
128,0.0,0.0,0.0,0.0,2.04546508258
129,0.0,0.0,0.0,0.0,2.43850110366
130,0.0,0.0,0.0,0.0,2.14031776977
131,0.0,0.0,0.0,0.0,0.727566296798
132,0.0,0.0,0.0,0.0,0.76985758743
133,0.0,0.0,0.0,0.0,0.0821333787098
134,0.0,0.0,0.0,0.0,0.0110612553028
135,0.0,0.0,0.0,0.0,0.0821333787098
136,0.0,0.0,0.0,0.0,0.628282212796
137,0.0,0.0,0.0,0.0,1.26043607218
138,0.0,0.0,0.0,0.0,1.21174353333
139,0.0,0.0,0.0,0.0,1.51147748449
140,0.0,0.0,0.0,0.0,1.47534838171
141,0.0,0.0,0.0,0.0,1.1998730409
142,0.0,0.0,0.0,0.0,0.779320757903
143,0.0,0.0,0.0,0.0,0.361818762477
144,0.0,0.0,0.0,0.0,0.299888168164
145,0.0,0.0,0.0,0.0,0.0992015026382
146,0.0,0.0,0.0,0.0,1.30097081148
147,0.0,0.0,0.0,0.0,1.31642520313
148,0.0,0.0,0.0,20.0,5.69503489277
149,0.0,0.0,0.0,0.0,1.31642520313
150,0.0,0.0,0.0,0.0,1.03437663058
151,0.0,0.0,0.0,0.0,1.07245444401
152,0.0,0.0,0.0,0.0,0.813063794846
153,0.0,0.0,0.0,0.0,0.835196464745
154,0.0,0.0,0.0,0.0,0.760081675389
155,0.0,0.0,0.0,0.0,1.15102416302
156,0.0,0.0,0.0,0.0,0.704626444487
157,0.0,0.0,0.0,0.0,-0.237864002166
158,0.0,0.0,0.0,0.0,0.542680887086
159,0.0,0.0,0.0,0.0,0.439890684724
160,0.0,0.0,0.0,0.0,-0.101065666137
161,0.0,0.0,0.0,0.0,0.122058084051
162,0.0,0.0,0.0,0.0,-0.201915111845
163,0.0,0.0,0.0,0.0,-0.0864523231371
164,0.0,0.0,0.0,0.0,0.00385885706195
165,0.0,0.0,0.0,0.0,-0.259007897296
166,0.0,0.0,0.0,0.0,-0.626000542521
167,0.0,0.0,0.0,0.0,-0.581508014099
168,0.0,0.0,0.0,0.0,-1.09956317487
169,0.0,0.0,0.0,0.0,-0.620101383311
170,0.0,0.0,0.0,0.0,-0.840946002598
171,0.0,0.0,0.0,0.0,-0.972672890001
172,0.0,0.0,0.0,0.0,-0.444615078564
173,0.0,0.0,0.0,0.0,-0.536453516552
174,0.0,0.0,0.0,0.0,-0.197505848789
175,0.0,0.0,0.0,0.0,-0.0446900787093
176,0.0,0.0,0.0,0.0,-0.276338228253
177,0.0,0.0,0.0,0.0,-0.082324180184
178,0.0,0.0,0.0,0.0,-0.118628951102
179,0.0,0.0,0.0,0.0,0.386401704683
180,0.0,0.0,0.0,0.0,-0.0109764634906
181,0.0,0.0,0.0,0.0,1.02982951818
182,0.0,0.0,0.0,0.0,-0.0802561173281
183,0.0,0.0,0.0,0.0,0.236074767036
184,0.0,0.0,0.0,0.0,0.309802417958
185,0.0,0.0,0.0,0.0,0.393083945765
186,0.0,0.0,0.0,0.0,0.680928259832
187,0.0,0.0,0.0,0.0,-0.13568185509
188,0.0,0.0,0.0,0.0,-0.106713005631
189,0.0,0.0,0.0,0.0,-0.0836105146209
190,0.0,0.0,0.0,0.0,0.249824337237
191,0.0,0.0,0.0,0.0,0.573834109984
192,0.0,0.0,0.0,0.0,0.867253939137
193,0.0,0.0,0.0,0.0,-0.504688915004
194,0.0,0.0,0.0,0.0,0.707033919873
195,0.0,0.0,0.0,0.0,0.674689183024
196,0.0,0.0,0.0,0.0,0.517306608869
197,0.0,0.0,0.0,0.0,-0.355934916045
198,0.0,0.0,0.0,0.0,0.212046920822
199,0.0,0.0,0.0,0.0,0.43618724708
200,0.0,0.0,0.0,0.0,0.397105150926
201,0.0,0.0,0.0,0.0,0.271544352637
202,0.0,0.0,0.0,0.0,0.452687173189
203,15.0,20.0,20.0,20.0,18.9677367911
204,15.0,20.0,20.0,20.0,19.2430829789
205,15.0,20.0,20.0,20.0,19.0674693409
206,15.0,20.0,20.0,20.0,18.7513046396
207,15.0,20.0,20.0,20.0,19.1253183818
208,15.0,20.0,20.0,20.0,18.8733025012
209,15.0,20.0,20.0,20.0,18.9735203479
210,15.0,20.0,20.0,20.0,18.893567106
211,15.0,20.0,20.0,20.0,18.8013608161
212,15.0,20.0,20.0,20.0,18.8876209376
213,15.0,20.0,20.0,20.0,18.8703196268
214,15.0,20.0,20.0,20.0,19.0411432923
215,15.0,20.0,20.0,20.0,18.907069655
216,15.0,20.0,20.0,20.0,18.247721067
217,15.0,20.0,20.0,20.0,17.9092270044
218,15.0,20.0,20.0,20.0,18.6109538641
219,15.0,20.0,20.0,20.0,18.9286898575
220,15.0,20.0,20.0,20.0,20.2072602031
221,15.0,20.0,20.0,20.0,19.0748365675
222,15.0,20.0,20.0,20.0,17.2939595056
223,15.0,20.0,20.0,20.0,17.7227486539
224,15.0,20.0,20.0,20.0,18.3815696209
225,15.0,20.0,20.0,20.0,17.9633368161
226,15.0,20.0,20.0,20.0,18.046596125
227,15.0,20.0,20.0,20.0,17.1397686306
228,15.0,20.0,20.0,20.0,18.4323888414
229,15.0,20.0,20.0,20.0,18.0014420891
230,15.0,20.0,20.0,20.0,18.4222939453
231,15.0,20.0,20.0,20.0,17.4903738714
232,15.0,15.0,15.0,15.0,15.5525340509
233,15.0,15.0,15.0,15.0,14.2345252896
234,15.0,15.0,15.0,15.0,14.2318554261
235,15.0,15.0,15.0,15.0,13.5237756906
236,15.0,15.0,15.0,15.0,13.602510336
237,15.0,15.0,15.0,15.0,14.2803951937
238,15.0,15.0,15.0,15.0,15.0172775851
239,15.0,15.0,15.0,15.0,15.5525481306
240,15.0,15.0,15.0,15.0,16.0771502407
241,15.0,20.0,20.0,15.0,16.6098368893
242,15.0,20.0,20.0,20.0,17.520102885
243,15.0,20.0,20.0,20.0,18.0063810525
244,15.0,20.0,20.0,20.0,18.0571374314
245,15.0,20.0,20.0,20.0,17.9710275343
246,15.0,20.0,20.0,20.0,18.0144728706
247,15.0,20.0,20.0,20.0,17.964066818
248,15.0,20.0,20.0,20.0,18.0182935784
249,15.0,20.0,20.0,20.0,17.8929440853
250,15.0,20.0,20.0,20.0,18.0281001873
251,15.0,20.0,20.0,20.0,17.9866197804
252,15.0,20.0,20.0,20.0,18.0451146847
253,15.0,20.0,20.0,20.0,18.0249640006
254,15.0,20.0,20.0,20.0,18.0398356876
255,15.0,20.0,20.0,20.0,18.0764157408
256,15.0,20.0,20.0,20.0,18.1310400955
257,15.0,20.0,20.0,20.0,18.0001684009
258,15.0,20.0,20.0,20.0,18.0201132451
259,15.0,20.0,20.0,20.0,17.8829001314
260,15.0,20.0,20.0,20.0,17.8556858742
261,15.0,20.0,20.0,20.0,17.7097489138
262,15.0,20.0,20.0,20.0,17.8268333137
263,15.0,20.0,20.0,20.0,17.7449995504
264,15.0,20.0,20.0,20.0,17.8853458741
265,15.0,20.0,20.0,20.0,17.4656897
266,15.0,20.0,20.0,15.0,17.2354516186
267,15.0,20.0,20.0,15.0,17.0615971498
268,15.0,20.0,20.0,15.0,16.9812301829
269,15.0,15.0,15.0,15.0,17.1082628505
270,15.0,15.0,15.0,15.0,17.8845011311
271,15.0,15.0,15.0,15.0,17.2650073211
272,15.0,15.0,15.0,15.0,16.4238425809
273,15.0,15.0,15.0,15.0,17.3700678514
274,15.0,15.0,15.0,15.0,17.4160328533
275,15.0,15.0,15.0,15.0,16.7060357355
276,15.0,15.0,15.0,20.0,16.8061416625
277,15.0,15.0,15.0,15.0,16.4210047163
278,15.0,15.0,15.0,15.0,15.5540234043
279,15.0,15.0,15.0,15.0,16.2251842788
280,15.0,15.0,15.0,15.0,15.9814377675
281,15.0,15.0,15.0,15.0,15.3991051897
282,15.0,15.0,15.0,15.0,14.7116646929
283,15.0,15.0,15.0,15.0,14.7891963494
284,15.0,15.0,15.0,15.0,15.439440587
285,15.0,15.0,15.0,15.0,16.3282357632
286,15.0,20.0,20.0,15.0,15.6789166996
287,15.0,20.0,20.0,20.0,16.8575127193
288,15.0,20.0,20.0,20.0,16.3782080328
289,15.0,20.0,20.0,15.0,16.0564278142
290,15.0,20.0,20.0,15.0,16.1543900726
291,15.0,15.0,15.0,15.0,15.6581119273
292,15.0,15.0,15.0,15.0,16.9011527186
293,15.0,15.0,15.0,15.0,16.7868424211
294,15.0,15.0,15.0,15.0,16.2861073427
295,15.0,15.0,15.0,15.0,16.7560798603
296,15.0,15.0,15.0,15.0,16.3851665252
297,15.0,15.0,15.0,20.0,17.211230927
298,15.0,15.0,15.0,20.0,17.3093302866
299,15.0,15.0,15.0,20.0,16.5809679506
300,15.0,15.0,15.0,15.0,16.4211484032
301,15.0,15.0,15.0,20.0,16.8579331016
302,15.0,15.0,15.0,20.0,17.1573083163
303,15.0,15.0,15.0,20.0,16.9697505105
304,15.0,15.0,15.0,20.0,17.2704523159
305,15.0,15.0,15.0,15.0,16.6650705372
306,15.0,15.0,15.0,15.0,16.5485789306
307,15.0,15.0,15.0,15.0,16.3814628685
308,15.0,15.0,15.0,15.0,16.3284881278
309,15.0,15.0,15.0,20.0,16.7406621075
310,15.0,15.0,15.0,15.0,16.4411767353
311,15.0,15.0,15.0,15.0,16.9528394695
312,15.0,15.0,15.0,15.0,16.8546080344
313,15.0,15.0,15.0,15.0,16.7034600827
314,15.0,15.0,15.0,15.0,16.7143627657
315,15.0,15.0,15.0,15.0,16.8480940632
316,15.0,15.0,15.0,15.0,17.1587610277
317,15.0,15.0,15.0,20.0,18.2506749548
318,15.0,15.0,15.0,15.0,17.7181719153
319,15.0,15.0,15.0,20.0,18.4777222319
320,15.0,15.0,15.0,20.0,18.6086806771
321,15.0,15.0,15.0,20.0,18.8943572436
322,15.0,20.0,20.0,20.0,20.1944284828
323,15.0,15.0,15.0,20.0,21.3521106209
324,15.0,20.0,20.0,20.0,21.5284762436
325,15.0,20.0,20.0,20.0,22.8559405834
326,15.0,20.0,20.0,20.0,22.2517228885
327,15.0,20.0,20.0,20.0,20.6838346908
328,15.0,20.0,20.0,15.0,18.6837274596
329,15.0,15.0,15.0,20.0,18.9500726134
330,15.0,15.0,15.0,20.0,19.3684832873
331,15.0,15.0,15.0,20.0,18.4589903529
332,15.0,15.0,15.0,15.0,16.5944618732
333,15.0,15.0,15.0,15.0,15.5396767987
334,15.0,15.0,15.0,15.0,15.6939947324
335,15.0,15.0,15.0,15.0,16.8883282715
336,15.0,15.0,15.0,15.0,17.3836112923
337,15.0,15.0,15.0,15.0,16.1636911451
338,15.0,15.0,15.0,20.0,16.1366073676
339,15.0,15.0,15.0,15.0,18.4043096388
340,15.0,20.0,20.0,15.0,17.449558638
341,15.0,20.0,20.0,20.0,17.4246224575
342,15.0,20.0,20.0,20.0,17.8996637909
343,15.0,20.0,20.0,20.0,18.5893974334
344,15.0,20.0,20.0,20.0,18.0847170423
345,15.0,20.0,20.0,20.0,18.9083906698
346,15.0,20.0,20.0,20.0,18.5524289322
347,15.0,20.0,20.0,20.0,17.5875424795
348,15.0,20.0,20.0,20.0,16.8019824587
349,15.0,20.0,20.0,15.0,17.2002887084
350,15.0,15.0,15.0,15.0,16.4594233268
351,15.0,15.0,15.0,15.0,17.2887973271
352,15.0,15.0,15.0,15.0,16.9017571826
353,15.0,15.0,15.0,15.0,16.39068803
354,15.0,15.0,15.0,15.0,16.4272927022
355,15.0,15.0,15.0,15.0,15.4940379623
356,15.0,15.0,15.0,15.0,15.4037423219
357,15.0,15.0,15.0,15.0,15.1363160967
358,15.0,15.0,15.0,15.0,14.810512947
359,15.0,15.0,15.0,15.0,15.2094102173
360,15.0,15.0,15.0,15.0,15.5633326191
361,15.0,15.0,15.0,15.0,15.9108826921
362,15.0,15.0,15.0,15.0,16.0349797806
363,15.0,15.0,15.0,15.0,15.563325503
364,15.0,15.0,15.0,15.0,15.7884939425
365,15.0,15.0,15.0,15.0,17.0646963891
366,15.0,15.0,15.0,15.0,16.8987688788
367,15.0,15.0,15.0,15.0,17.4759087101
368,15.0,15.0,15.0,15.0,17.2832819375
369,15.0,15.0,15.0,15.0,17.333360084
370,15.0,15.0,15.0,25.0,17.8528189311
371,15.0,15.0,15.0,15.0,17.8572363306
372,15.0,15.0,15.0,15.0,17.9480479599
373,15.0,15.0,15.0,15.0,17.6536212636
374,15.0,15.0,15.0,15.0,18.0950418965
375,15.0,15.0,15.0,25.0,18.4855539887
376,15.0,15.0,15.0,25.0,17.8425552446
377,15.0,15.0,15.0,15.0,17.646843286
378,15.0,15.0,15.0,15.0,18.1830442571
379,15.0,15.0,15.0,15.0,18.0622037492
380,15.0,15.0,15.0,15.0,17.9184532766
381,15.0,15.0,15.0,15.0,17.923514732
382,15.0,15.0,15.0,25.0,18.335226779
383,15.0,15.0,15.0,25.0,19.0247968728
384,15.0,15.0,15.0,15.0,19.3129197135
385,15.0,15.0,15.0,25.0,19.3162880773
386,15.0,15.0,15.0,25.0,20.2126992627
387,15.0,15.0,15.0,25.0,20.3141933483
388,15.0,15.0,15.0,25.0,20.6110466513
389,15.0,15.0,15.0,25.0,20.8182187226
390,15.0,15.0,15.0,25.0,19.9775285854
391,15.0,15.0,15.0,15.0,19.9126326162
392,15.0,15.0,15.0,25.0,20.5368371242
393,15.0,15.0,15.0,25.0,20.2123371754
394,15.0,15.0,15.0,25.0,20.6287834033
395,15.0,15.0,15.0,25.0,19.8782662605
396,15.0,15.0,15.0,25.0,20.3285557199
397,15.0,15.0,15.0,25.0,21.2962587909
398,15.0,15.0,15.0,25.0,20.8065500706
399,15.0,15.0,15.0,25.0,20.6292872195
400,15.0,15.0,15.0,25.0,20.6860545556
401,15.0,15.0,15.0,25.0,20.4318698286
402,15.0,15.0,15.0,25.0,19.3443030118
403,15.0,15.0,15.0,15.0,19.3341264962
404,15.0,15.0,15.0,15.0,17.9876286441
405,15.0,15.0,15.0,15.0,13.2363281013
406,15.0,15.0,15.0,15.0,17.7038167674
407,15.0,15.0,15.0,15.0,17.8519513804
408,15.0,15.0,15.0,15.0,16.6946277512
409,15.0,15.0,15.0,15.0,16.959892268
410,15.0,15.0,15.0,15.0,17.0510395813
411,15.0,15.0,15.0,15.0,17.5353774317
412,15.0,15.0,15.0,25.0,19.0781637034
413,15.0,15.0,15.0,15.0,19.0657327889
414,15.0,15.0,15.0,15.0,19.3380226891
415,15.0,15.0,15.0,15.0,18.7430576964
416,15.0,15.0,15.0,15.0,18.1921020012
417,15.0,15.0,15.0,15.0,18.009127574
418,15.0,15.0,15.0,20.0,18.8056556243
